categories,place_name,place_name_link,thumbnail_image,url_y,review_count,rating,review_talk_1,review_talk_2,review_talk_3,address,postcode,categories_all,reviews_combined,rev_cat_soup
Historic Sites,Old Operating Theatre,https://www.tripadvisor.com/Attraction_Review-g186338-d211644-Reviews-Old_Operating_Theatre-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/a1/88/82/the-old-operating-theatre.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211644-Reviews-Old_Operating_Theatre-London_England.html,616,4.5,“narrow spiral staircase”,“herb garret”,“surgical instruments”,"St. Thomas's Church 9A St. Thomas Street, London SE1 9RY, England","London SE1 9RY,",historic sites,narrow spiral staircase herb garret surgical instruments,narrow spiral staircase herb garret surgical instruments historic sites
Art Museums,Petrie Museum of Egyptian Archaeology,https://www.tripadvisor.com/Attraction_Review-g186338-d638489-Reviews-Petrie_Museum_of_Egyptian_Archaeology-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/15/3a/4a/gilded-cartonnage-mummy.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d638489-Reviews-Petrie_Museum_of_Egyptian_Archaeology-London_England.html,179,4.5,“ancient egypt”,“university college”,“on display”,"| University College London, Malet Place, London WC1E 6BT, England","London WC1E 6BT,",art museums,ancient egypt university college on display,ancient egypt university college on display art museums
Specialty Museums,The Fan Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d211730-Reviews-The_Fan_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/89/61/e7/photo0jpg.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211730-Reviews-The_Fan_Museum-London_England.html,212,4.5,“afternoon tea”,“scones and cakes”,“street fans”,"12 Crooms Hill, London SE10 8ER, England","London SE10 8ER,",specialty museums,afternoon tea scones and cakes street fans,afternoon tea scones and cakes street fans specialty museums
Art Museums,Saatchi Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d601169-Reviews-Saatchi_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/03/0f/4d/f2/saatchi-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d601169-Reviews-Saatchi_Gallery-London_England.html,"1,254",4.5,“rolling stones”,“contemporary art”,“sloane square”,"King's Road | Duke of York's HQ, London SW3 4RY, England","London SW3 4RY,",art museums,rolling stones contemporary art sloane square,rolling stones contemporary art sloane square art museums
Architectural Buildings,Somerset House,https://www.tripadvisor.com/Attraction_Review-g186338-d187682-Reviews-Somerset_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/07/40/dd/2e/somerset-house.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187682-Reviews-Somerset_House-London_England.html,847,4.5,“ice rink”,“courtauld gallery”,“sony world”,"The Strand, London WC2R 1LA, England","London WC2R 1LA,",architectural buildings,ice rink courtauld gallery sony world,ice rink courtauld gallery sony world architectural buildings
History Museums,The Museum of the Order of St John,https://www.tripadvisor.com/Attraction_Review-g186338-d2141181-Reviews-The_Museum_of_the_Order_of_St_John-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/20/da/d3/st-john-s-gate.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2141181-Reviews-The_Museum_of_the_Order_of_St_John-London_England.html,110,4.5,“priory church”,“henry viii”,“guided tour”,"St John_s Gate, St John_s Lane | Clerkenwell, London EC1M 4DA, England","London EC1M 4DA,",history museums,priory church henry viii guided tour,priory church henry viii guided tour history museums
Historic Sites,Cutty Sark,https://www.tripadvisor.com/Attraction_Review-g186338-d211885-Reviews-Cutty_Sark-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/e8/37/5f/a-greenwich-landmark.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211885-Reviews-Cutty_Sark-London_England.html,"2,517",4.5,“tea clipper”,“dry dock”,“beautiful ship”,"King William Walk | Greenwich, London SE10 9HT, England","London SE10 9HT,",historic sites,tea clipper dry dock beautiful ship,tea clipper dry dock beautiful ship historic sites
Art Galleries,Dulwich Picture Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211586-Reviews-Dulwich_Picture_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/96/40/c2/enfilade-at-dulwich-picture.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211586-Reviews-Dulwich_Picture_Gallery-London_England.html,377,4.5,“permanent collection”,“old masters”,“sir john soane”,"14 Gallery Road | Dulwich Village, London SE21 7AD, England","London SE21 7AD,",art galleries,permanent collection old masters sir john soane,permanent collection old masters sir john soane art galleries
Specialty Museums,Wesley's Chapel & Museum of Methodism,https://www.tripadvisor.com/Attraction_Review-g186338-d211908-Reviews-Wesley_s_Chapel_Museum_of_Methodism-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/11/bb/ff/99/outside-the-chapel.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211908-Reviews-Wesley_s_Chapel_Museum_of_Methodism-London_England.html,100,4.5,“john wesley”,“burial ground”,“stained glass”,"49 City Road, London EC1Y 1AU, England","London EC1Y 1AU,",specialty museums,john wesley burial ground stained glass,john wesley burial ground stained glass specialty museums
Art Galleries,Newport Street Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d8710210-Reviews-Newport_Street_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/09/9b/e0/31/newport-street-gallery.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d8710210-Reviews-Newport_Street_Gallery-London_England.html,111,4.5,“jeff koons”,“current exhibition”,“modern art”,"1 Newport Street, London SE11 6AJ, England","London SE11 6AJ,",art galleries,jeff koons current exhibition modern art,jeff koons current exhibition modern art art galleries
Art Museums,Leighton House Museum and Art Gallery,https://www.tripadvisor.com/Attraction_Review-g186338-d211902-Reviews-Leighton_House_Museum_and_Art_Gallery-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/03/8e/63/b7/leighton-house-museum.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211902-Reviews-Leighton_House_Museum_and_Art_Gallery-London_England.html,584,4.5,“arab hall”,“holland park”,“alma tadema”,"12 Holland Park Road | Kensington, London W14 8LZ, England","London W14 8LZ,",art museums,arab hall holland park alma tadema,arab hall holland park alma tadema art museums
Historic Sites,Dr. Johnson's House,https://www.tripadvisor.com/Attraction_Review-g186338-d214624-Reviews-Dr_Johnson_s_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/ae/1d/20/first-floor-dr-johnson.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d214624-Reviews-Dr_Johnson_s_House-London_England.html,172,4.5,“fleet street”,“english dictionary”,“interesting house”,"17 Gough Square, London EC4A 3DE, England","London EC4A 3DE,",historic sites,fleet street english dictionary interesting house,fleet street english dictionary interesting house historic sites
Specialty Museums,Bank of England Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d211758-Reviews-Bank_of_England_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/12/c4/6e/47/bank-of-england-museum.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211758-Reviews-Bank_of_England_Museum-London_England.html,667,4.5,“gold bar”,“real gold”,“bank notes”,"1 Bartholomew Lane, London EC2N 2AX, England","London EC2N 2AX,",specialty museums,gold bar real gold bank notes,gold bar real gold bank notes specialty museums
Specialty Museums,The London Film Museum - Covent Garden,https://www.tripadvisor.com/Attraction_Review-g186338-d3941604-Reviews-The_London_Film_Museum_Covent_Garden-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/b8/20/2f/numberplate-cubi-1.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3941604-Reviews-The_London_Film_Museum_Covent_Garden-London_England.html,991,4.5,“bond fans”,“james bond”,“story boards”,"45 Wellington Street, London WC2E 7BN, England","London WC2E 7BN,",specialty museums,bond fans james bond story boards,bond fans james bond story boards specialty museums
Specialty Museums,The Household Cavalry Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d2025780-Reviews-The_Household_Cavalry_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/05/94/dc/54/the-household-cavalry.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2025780-Reviews-The_Household_Cavalry_Museum-London_England.html,364,4.5,“horse guards”,“audio guide”,“working stables”,"Horse Guards Whitehall, London SW1A 2AX, England","London SW1A 2AX,",specialty museums,horse guards audio guide working stables,horse guards audio guide working stables specialty museums
Ships,Golden Hinde,https://www.tripadvisor.com/Attraction_Review-g186338-d187727-Reviews-Golden_Hinde-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/7a/34/7c/golden-hinde-ii.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187727-Reviews-Golden_Hinde-London_England.html,450,4.5,“gun deck”,“sir francis drake”,“guided tour”,"St. Mary Overies Dock Cathedral Street | Cathedral St., London SE1 9DE, England","London SE1 9DE,",ships,gun deck sir francis drake guided tour,gun deck sir francis drake guided tour ships
Specialty Museums,Twinings Tea Shop And Small Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d3677509-Reviews-Twinings_Tea_Shop_And_Small_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/0a/16/dc/24/hundreds-of-teas.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d3677509-Reviews-Twinings_Tea_Shop_And_Small_Museum-London_England.html,488,4.5,“tea lovers”,“love tea”,“tea tasting”,"216 Strand, London WC2R 1AP, England","London WC2R 1AP,",specialty museums,tea lovers love tea tea tasting,tea lovers love tea tea tasting specialty museums
Specialty Museums,Geffrye Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d211889-Reviews-Geffrye_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/07/bc/6d/09/geffrye-museum.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211889-Reviews-Geffrye_Museum-London_England.html,717,4.5,“alms houses”,“hoxton station”,“period rooms”,"136 Kingsland Road, London E2 8EA, England","London E2 8EA,",specialty museums,alms houses hoxton station period rooms,alms houses hoxton station period rooms specialty museums
History Museums,The Foundling Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d587990-Reviews-The_Foundling_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/7a/58/e0/the-foundling-museum.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d587990-Reviews-The_Foundling_Museum-London_England.html,391,4.5,“thomas coram”,“court room”,“brunswick square”,"40 Brunswick Square, London WC1N 1AZ, England","London WC1N 1AZ,",history museums,thomas coram court room brunswick square,thomas coram court room brunswick square history museums
Architectural Buildings,Banqueting House,https://www.tripadvisor.com/Attraction_Review-g186338-d214598-Reviews-Banqueting_House-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/99/67/21/banqueting-house.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d214598-Reviews-Banqueting_House-London_England.html,418,4.0,“whitehall palace”,“rubens ceiling”,“king charles”,"Whitehall Palace Whitehall | Horse Guards Avenue, London SW1A 2ER, England","London SW1A 2ER,",architectural buildings,whitehall palace rubens ceiling king charles,whitehall palace rubens ceiling king charles architectural buildings
Natural History Museums,Horniman Museum and Gardens,https://www.tripadvisor.com/Attraction_Review-g186338-d211606-Reviews-Horniman_Museum_and_Gardens-London_England.html,https://media-cdn.tripadvisor.com/media/photo-s/04/55/1b/03/horniman-museum-and-gardens.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d211606-Reviews-Horniman_Museum_and_Gardens-London_England.html,554,4.5,“musical instruments”,“stuffed animals”,“natural history”,"100 London Road | Forest Hill, London SE23 3PQ, England","London SE23 3PQ,",natural history museums,musical instruments stuffed animals natural history,musical instruments stuffed animals natural history natural history museums
Specialty Museums,The Postal Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d2422685-Reviews-The_Postal_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/10/13/17/ac/the-postal-museum-galleries.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d2422685-Reviews-The_Postal_Museum-London_England.html,464,4.0,“postal service”,“royal mail”,“train ride”,"15-20 Phoenix Place | Mount Pleasant, London WC1X 0DA, England","London WC1X 0DA,",specialty museums,postal service royal mail train ride,postal service royal mail train ride specialty museums
Points of Interest & Landmarks,Royal Observatory Greenwich,https://www.tripadvisor.com/Attraction_Review-g186338-d194293-Reviews-Royal_Observatory_Greenwich-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/01/04/4d/4c/view-from-the-top-aug.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d194293-Reviews-Royal_Observatory_Greenwich-London_England.html,"2,781",4.0,“meridian line”,“prime meridian”,“cutty sark”,"Blackheath Avenue, London SE10 8EJ, England","London SE10 8EJ,",points of interest & landmarks,meridian line prime meridian cutty sark,meridian line prime meridian cutty sark points of interest & landmarks
Art Museums,Tate Modern,https://www.tripadvisor.com/Attraction_Review-g186338-d187677-Reviews-Tate_Modern-London_England.html,https://media-cdn.tripadvisor.com/media/photo-i/12/23/04/ea/c-hayes-davidson-and.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187677-Reviews-Tate_Modern-London_England.html,"8,592",4.0,“turbine hall”,“power station”,“millennium bridge”,"53 Bankside, London SE1 9TG, England","London SE1 9TG,",art museums,turbine hall power station millennium bridge,turbine hall power station millennium bridge art museums
Specialty Museums,National Maritime Museum,https://www.tripadvisor.com/Attraction_Review-g186338-d187600-Reviews-National_Maritime_Museum-London_England.html,https://media-cdn.tripadvisor.com/media/photo-f/02/79/80/e1/the-sammy-ofer-wing-new.jpg,https://www.tripadvisor.com/Attraction_Review-g186338-d187600-Reviews-National_Maritime_Museum-London_England.html,"1,622",4.0,“cutty sark”,“royal observatory”,“east india company”,"Park Row, London SE10 9NF, England","London SE10 9NF,",specialty museums,cutty sark royal observatory east india company,cutty sark royal observatory east india company specialty museums
